State	Year	Assault	Vehicular	Larceny	Rape	Robbery	Burglary	Murder	Property	Population
Illinois	1961	13920	36392.0	117006	1767	204.5	60204	492	213602	10258000
Illinois	1962	16063	37710.0	125306	1884	201.5	56377	537	219393	10146000
Illinois	1963	12495	38854.0	135634	1416	188.5	55117	523	229605	10182000
Illinois	1964	15652	42555.0	144783	1569	182.3	57416	572	244754	10489000
Illinois	1965	14553	40438.0	137634	1706	164.7	58566	551	236638	10644000
Illinois	1966	16770	44530.0	152102	1777	184.9	60099	745	256731	10722000
Illinois	1967	18331	45931.0	161876	1953	200.9	66282	793	274089	10893000
Illinois	1968	18876	48400.0	187133	1798	211.5	75013	893	310546	10974000
Illinois	1969	20327	52416.0	199600	2113	236.7	81602	950	333618	11047000
Illinois	1970	20762	57551.0	225437	2270	251.1	85067	1066	368055	11113976
Illinois	1971	21039	53267.0	234618	2418	258.1	93682	1079	381567	11196000
Illinois	1972	24287	49843.0	224344	2623	260.1	95190	985	369377	11251000
Illinois	1973	27949	57046.0	251263	2694	272.8	115183	1163	423492	11236000
Illinois	1974	30523	59155.0	307382	3082	313.4	140717	1319	507254	11131000
Illinois	1975	34343	66147.0	337698	2869	325.8	157110	1179	560955	11145000
Illinois	1976	34099	65050.0	335946	2763	287.1	141305	1161	542301	11229000
Illinois	1977	35345	68783.0	318062	2932	280.3	141346	1109	528191	11245000
Illinois	1978	38893	69989.0	333910	3151	292.9	151854	1108	555753	11243000
Illinois	1979	42579	75912.0	356062	3702	321.1	161776	1203	593750	11230000
Illinois	1980	44923	73689.0	369319	3950	367.0	177099	1205	620107	11355062
Illinois	1981	43108	69929.0	366696	3716	373.2	173142	1205	609767	11455000
Illinois	1982	44515	68575.0	354106	3424	346.8	157273	1005	579954	11448000
Illinois	1983	42273	65351.0	339061	3619	318.9	148445	1112	552857	11486000
Illinois	1984	43849	67407.0	324649	3594	303.8	135068	1033	527124	11511000
Illinois	1985	43872	68160.0	331030	4529	287.1	131015	927	530205	11535000
Illinois	1986	50083	72587.0	339418	4765	325.3	136306	1023	548311	11533000
Illinois	1987	50400	62487.0	342492	4443	314.3	130147	967	535126	11582000
Illinois	1988	52020	69876.0	355148	4449	312.7	130292	991	555316	11544000
Illinois	1989	54261	70806.0	362556	4161	335.7	125441	1051	558803	11658000
Illinois	1990	59850	73473.0	372862	4505	394.0	121506	1182	567841	11430602
Illinois	1991	61387	75642.0	382942	4615	456.1	129284	1300	587868	11543000
Illinois	1992	60057	71976.0	359618	4312	412.5	125306	1322	556900	11631000
Illinois	1993	62298	65351.0	360730	4046	381.2	118788	1332	544869	11697000
Illinois	1994	63849	66218.0	363888	3913	372.6	118116	1378	548222	11752000
Illinois	1995	73163	61874.0	357143	4313	330.8	108555	1221	527572	11830000
Illinois	1996	66649	58077.0	358515	4548	279.4	108185	1179	524777	11847000
Illinois	1997	63842	55423.0	350140	4415	278.4	103550	1096	509113	11896000
Illinois	1998	62261	52932.0	337191	4095	248.5	97792	1008	487915	12045000
Illinois	1999	52020	56668.0	320954	4297	217.4	86317	939	463939	12128370
Illinois	2000	50731	50267.0	313161	3926	206.5	81850	898	445278	12419293
Illinois	2001	49347	48733.0	306757	4010	199.1	79158	982	434648	12520227
Illinois	2002	45114	44812.0	304227	4370	201.1	81440	961	430479	12586447
Illinois	2003	41506	41633.0	295907	4189	188.0	78345	895	415885	12649087
Illinois	2004	41783	40373.0	287025	4220	177.6	76088	780	403486	12712016
Illinois	2005	42158	39373.0	277662	4313	182.2	77635	770	394670	12765427
Illinois	2006	40858	37641.0	272578	4078	185.3	77259	780	387478	12831970
Illinois	2007	40573	33887.0	267911	4103	179.7	75524	752	377322	12852548
Illinois	2008	38818	32572.0	266815	4118	186.4	78968	790	378355	12901563
Illinois	2009	36588	26676.0	248821	3901	177.6	77850	773	353347	12910409
Illinois	2010	32976	28911.0	242681	3066	158.7	77472	704	349064	12841980
Illinois	2011	30495	29387.0	237362	3030	157.2	77719	781	344468	12859752
Illinois	2012	29618	25690.0	235222	3570	151.2	71101	744	332013	12875255
Indiana	1960	1892	7814.0	39196	240	34.5	21486	204	68496	4662498
Indiana	1961	1773	8330.0	42379	250	38.8	22162	192	72871	4711000
Indiana	1962	1921	9154.0	49473	289	38.5	22183	167	80810	4715000
Indiana	1963	2090	9996.0	56127	380	47.3	25294	130	91417	4694000
Indiana	1964	3110	10883.0	62098	505	58.1	25797	147	98778	4825000
Indiana	1965	3204	12043.0	60113	516	57.4	27178	173	99334	4885000
Indiana	1966	3390	13551.0	63282	520	62.8	30859	197	107692	4918000
Indiana	1967	3389	16943.0	69464	633	78.7	35074	188	121481	5000000
Indiana	1968	4126	20872.0	79174	741	101.0	37693	243	137739	5067000
Indiana	1969	4234	20188.0	85869	864	93.6	41916	255	147973	5118000
Indiana	1970	5171	23389.0	97338	1031	110.3	48084	253	168811	5193669
Indiana	1971	5078	21240.0	100414	1025	126.0	51104	282	172758	5274000
Indiana	1972	5577	19339.0	97921	1192	111.1	50180	321	167440	5291000
Indiana	1973	6284	20728.0	108623	1239	108.8	55064	388	184415	5316000
Indiana	1974	6783	20948.0	127706	1255	134.4	66870	427	215524	5330000
Indiana	1975	7609	20620.0	149447	1291	156.8	73103	449	243170	5311000
Indiana	1976	8286	19746.0	146859	1228	128.8	64450	377	231055	5302000
Indiana	1977	8181	20117.0	133179	1412	123.2	57894	395	211190	5330000
Indiana	1978	9072	22090.0	134119	1451	121.4	59561	334	215770	5374000
Indiana	1979	8958	23381.0	143666	1681	132.7	63176	448	230223	5400000
Indiana	1980	10620	23602.0	153297	1808	141.4	71720	485	248619	5461103
Indiana	1981	9618	18547.0	147038	1616	129.0	63887	388	229472	5466000
Indiana	1982	8602	17871.0	148454	1521	109.0	59569	355	225894	5471000
Indiana	1983	8278	17649.0	138929	1509	99.9	54147	286	210725	5479000
Indiana	1984	9671	19298.0	128941	1372	98.9	51019	303	199258	5498000
Indiana	1985	10312	18064.0	129861	1318	92.1	50295	319	198220	5499000
Indiana	1986	10230	18027.0	128404	1424	90.0	48802	329	195233	5504000
Indiana	1987	11352	19610.0	137722	1609	88.6	52363	307	209695	5531000
Indiana	1988	14135	19705.0	138335	1731	89.0	52137	358	210177	5575000
Indiana	1989	14907	21877.0	149514	1804	101.4	54201	353	225592	5593000
Indiana	1990	18209	24338.0	156741	2103	101.3	52297	344	233376	5544159
Indiana	1991	19102	26077.0	161039	2318	116.0	54814	423	241930	5610000
Indiana	1992	19008	25496.0	157181	2398	122.2	53907	464	236584	5662000
Indiana	1993	18432	24456.0	154016	2234	119.8	48677	430	227149	5713000
Indiana	1994	20216	25011.0	160043	2046	130.2	48921	453	233975	5752000
Indiana	1995	20211	27023.0	163618	1930	135.2	47676	466	238317	5803000
Indiana	1996	21705	24817.0	160777	1992	124.1	45782	420	231376	5841000
Indiana	1997	20058	25099.0	158442	1928	132.4	48182	430	231723	5864000
Indiana	1998	16456	21187.0	152790	1952	111.2	46552	454	220529	5899000
Indiana	1999	13767	20290.0	138794	1607	109.3	42463	391	201547	5942901
Indiana	2000	12837	21090.0	144707	1759	103.3	41108	352	206905	6080485
Indiana	2001	13434	21499.0	147291	1716	117.0	42758	413	211548	6126743
Indiana	2002	13184	20287.0	146073	1843	107.4	42605	362	208965	6156913
Indiana	2003	13383	20771.0	145686	1720	103.2	41582	338	208039	6199571
Indiana	2004	11802	21091.0	148670	1803	102.4	42168	316	211929	6226537
Indiana	2005	11281	21744.0	151278	1856	108.7	43756	356	216778	6266019
Indiana	2006	10956	21590.0	150655	1811	113.6	45538	361	217783	6313520
Indiana	2007	11377	19403.0	147999	1738	123.6	46485	350	213887	6345289
Indiana	2008	11912	17500.0	147334	1711	118.9	48805	322	213639	6376792
Indiana	2009	12175	13837.0	137190	1621	114.4	48880	312	199907	6423113
Indiana	2010	12396	13500.0	137204	1760	101.1	48570	268	199274	6490622
Indiana	2011	12578	14815.0	140630	1758	107.1	50571	306	206016	6516353
Indiana	2012	14027	13661.0	136759	1667	100.9	47612	310	198032	6537334
Iowa	1960	236	2095.0	21865	102	10.9	6375	17	30335	2757537
Iowa	1961	235	1940.0	21096	81	10.5	6356	36	29392	2779000
Iowa	1962	185	2037.0	21668	105	8.6	7326	31	31031	2777000
Iowa	1963	241	2265.0	22374	100	9.1	7516	35	32155	2780000
Iowa	1964	525	2639.0	25733	137	11.2	8004	35	36376	2756000
Iowa	1965	554	2889.0	26220	123	12.8	8398	36	37507	2760000
Iowa	1966	688	3622.0	31074	132	12.8	9245	43	43941	2747000
Iowa	1967	833	4273.0	34022	155	21.0	11881	42	50176	2753000
Iowa	1968	962	4523.0	39476	186	25.0	13027	48	57026	2748000
Iowa	1969	1079	4937.0	42184	178	22.4	13603	39	60724	2781000
Iowa	1970	1208	4945.0	49253	175	28.5	14331	54	68529	2825041
Iowa	1971	1649	4372.0	52528	255	30.4	15160	52	72060	2852000
Iowa	1972	1451	4874.0	50560	248	26.7	15037	50	70471	2883000
Iowa	1973	1624	5538.0	55310	329	32.9	18412	63	79260	2904000
Iowa	1974	1724	6255.0	65153	287	48.7	22597	54	94005	2855000
Iowa	1975	2135	6593.0	78057	297	53.5	23492	71	108142	2870000
Iowa	1976	2259	5938.0	82788	307	41.1	23737	67	112463	2870000
Iowa	1977	2585	6331.0	77304	306	41.2	23392	67	107027	2879000
Iowa	1978	2943	6808.0	78567	300	46.9	25214	74	110589	2896000
Iowa	1979	3417	7829.0	85023	320	50.2	26768	65	119620	2903000
Iowa	1980	3751	7205.0	93605	416	54.9	31390	63	132200	2907804
Iowa	1981	3896	6465.0	93333	389	53.6	30925	76	130723	2897000
Iowa	1982	3538	5045.0	82568	362	36.2	27535	67	115148	2905000
Iowa	1983	3637	4586.0	77402	365	41.0	26599	68	108587	2905000
Iowa	1984	4233	4610.0	74818	375	38.3	25357	59	104785	2910000
Iowa	1985	4501	4423.0	76835	363	41.2	26349	55	107607	2884000
Iowa	1986	5099	4514.0	79864	356	42.0	27255	51	111633	2851000
Iowa	1987	5132	4282.0	80489	337	36.2	26010	59	110781	2834000
Iowa	1988	5654	4596.0	79447	446	39.9	24211	47	108254	2834000
Iowa	1989	5942	4496.0	79801	459	39.0	24052	54	108349	2840000
Iowa	1990	6668	4718.0	78384	510	39.2	22448	54	105550	2776755
Iowa	1991	6580	4772.0	79030	583	45.0	23267	57	107069	2795000
Iowa	1992	6131	4474.0	77788	528	39.6	21197	44	103459	2812000
Iowa	1993	6890	5370.0	73148	686	53.9	20562	66	99080	2814000
Iowa	1994	6874	5096.0	70507	666	46.9	18872	47	94475	2829000
Iowa	1995	7894	6332.0	78645	619	53.0	21527	51	106504	2842000
Iowa	1996	5871	5449.0	71893	561	45.1	18954	53	96296	2852000
Iowa	1997	6617	6682.0	71301	579	55.9	22003	52	99986	2852000
Iowa	1998	6678	5974.0	66016	728	50.9	19282	54	91272	2862000
Iowa	1999	6160	5135.0	62316	780	36.6	17012	43	84463	2869413
Iowa	2000	6003	5374.0	65118	676	36.6	16342	46	86834	2926324
Iowa	2001	6012	5505.0	66244	649	39.4	16885	50	88634	2931967
Iowa	2002	6378	5823.0	68411	797	39.8	18643	44	92877	2935840
Iowa	2003	6198	5639.0	64400	796	38.4	17515	50	87554	2941976
Iowa	2004	6513	5633.0	62214	782	39.3	17928	44	85775	2952904
Iowa	2005	6657	5500.0	60723	847	38.9	18147	40	84370	2965524
Iowa	2006	6286	5044.0	60998	871	43.9	18160	55	84202	2982085
Iowa	2007	6633	4939.0	57018	970	44.4	17176	39	79133	2988046
Iowa	2008	6388	4376.0	52299	937	41.6	16598	77	73273	3002555
Iowa	2009	6356	3904.0	49757	890	39.9	16419	38	70080	3007856
Iowa	2010	6258	3800.0	48194	883	33.2	16746	38	68740	3050202
Iowa	2011	6149	3998.0	50472	866	26.9	17573	44	72043	3064097
Iowa	2012	6234	4023.0	48720	871	31.3	17096	45	69839	3074186
Kansas	1960	689	1900.0	19515	109	18.8	7705	64	29120	2178611
Kansas	1961	663	1880.0	20763	118	21.0	7275	41	29918	2194000
Kansas	1962	787	2269.0	23514	147	21.6	7531	63	33314	2219000
Kansas	1963	978	2402.0	24068	148	29.1	8234	57	34704	2225000
Kansas	1964	1629	3106.0	28613	246	28.0	9626	75	41345	2225000
Kansas	1965	1591	2741.0	28886	204	24.0	10443	60	42070	2234000
Kansas	1966	1572	3325.0	30742	200	29.6	10712	78	44779	2250000
Kansas	1967	1956	4206.0	35231	243	42.2	13610	90	53047	2275000
Kansas	1968	1977	4733.0	40353	305	47.5	14178	86	59264	2303000
Kansas	1969	2171	5291.0	47579	350	54.8	16091	81	68961	2321000
Kansas	1970	2440	5772.0	51784	325	75.1	19829	107	77385	2249071
Kansas	1971	2885	5504.0	48511	360	65.7	20064	115	74079	2258000
Kansas	1972	2689	5239.0	46433	401	68.9	20472	91	72144	2258000
Kansas	1973	2627	4798.0	46840	411	78.1	23485	137	75123	2279000
Kansas	1974	3221	5416.0	57134	447	107.8	28797	157	91347	2270000
Kansas	1975	3691	5360.0	64900	391	92.8	31047	122	101307	2267000
Kansas	1976	3936	5365.0	67870	506	85.8	30618	104	103853	2310000
Kansas	1977	4199	5683.0	63716	511	100.7	29549	153	98948	2326000
Kansas	1978	4551	5816.0	63194	586	93.7	30215	133	99225	2348000
Kansas	1979	5197	6479.0	69622	626	102.3	31504	130	107605	2369000
Kansas	1980	5599	6398.0	75268	742	113.1	35826	163	117492	2354783
Kansas	1981	5301	6073.0	77039	733	109.7	36768	151	119880	2381000
Kansas	1982	5259	5358.0	73416	596	87.0	32382	138	111156	2408000
Kansas	1983	5117	4875.0	68735	627	84.0	28318	137	101928	2425000
Kansas	1984	5644	5041.0	67028	669	71.6	25577	89	97646	2438000
Kansas	1985	5947	5301.0	67433	719	78.7	25740	121	98474	2450000
Kansas	1986	6200	6349.0	74029	810	79.6	29229	108	109607	2461000
Kansas	1987	5982	6268.0	78043	808	82.1	28177	110	112488	2476000
Kansas	1988	6083	6032.0	76927	779	85.9	29321	85	112280	2487000
Kansas	1989	6510	7473.0	77802	917	99.8	29871	138	115146	2513000
Kansas	1990	7079	8309.0	80361	1002	117.6	28901	98	117571	2477574
Kansas	1991	7741	8757.0	84258	1118	138.4	32601	153	125616	2495000
Kansas	1992	8418	8169.0	80526	1042	129.9	32639	151	121334	2523000
Kansas	1993	8259	8167.0	76538	1016	123.6	28655	161	113360	2531000
Kansas	1994	7149	8383.0	75459	1055	115.1	28635	170	112477	2554000
Kansas	1995	6920	8299.0	78855	938	108.2	27404	159	114558	2565000
Kansas	1996	6900	6388.0	78145	1096	96.3	25239	170	109772	2572000
Kansas	1997	7287	6438.0	91823	1179	97.7	24292	150	122553	2595000
Kansas	1998	7384	6801.0	85329	1128	87.0	24984	173	117114	2629000
Kansas	1999	6887	6048.0	79722	1065	77.1	21874	160	107644	2654052
Kansas	2000	7231	6496.0	80077	1022	76.2	21484	169	108057	2688418
Kansas	2001	7449	7985.0	77038	945	89.7	20514	92	105537	2702125
Kansas	2002	6951	7212.0	73877	1035	79.8	19679	78	100768	2711769
Kansas	2003	7374	7832.0	79471	1085	82.5	21973	125	109276	2724786
Kansas	2004	7254	8510.0	81115	1142	66.3	20146	122	109771	2733697
Kansas	2005	7707	9338.0	76222	1098	65.3	19028	101	104588	2748172
Kansas	2006	8678	8724.0	75450	1279	67.9	20086	125	104260	2764075
Kansas	2007	9315	8600.0	73900	1287	72.8	20461	106	102961	2775997
Kansas	2008	8534	7405.0	67826	1226	60.0	19651	113	94882	2802134
Kansas	2009	8370	5958.0	65499	1179	63.4	19473	125	90930	2818747
Kansas	2010	7821	6020.0	63774	1146	53.8	19315	97	89109	2859143
Kansas	2011	7528	6684.0	63259	1122	50.4	18712	111	88655	2870386
Kansas	2012	7595	6778.0	65165	1053	52.0	18767	84	90710	2885905
Kentucky	1960	1588	3782.0	18831	163	32.9	11274	205	33887	3038156
Kentucky	1961	1475	3330.0	19402	146	35.3	11271	201	34003	3076000
Kentucky	1962	1463	3569.0	21692	177	36.4	12809	201	38070	3082000
Kentucky	1963	1402	3965.0	24159	166	35.8	13508	172	41632	3095000
Kentucky	1964	1928	4526.0	27430	254	36.1	14571	164	46527	3159000
Kentucky	1965	1919	4822.0	28112	209	36.7	14140	168	47074	3179000
Kentucky	1966	2341	7249.0	28532	265	42.8	15360	223	51141	3183000
Kentucky	1967	2461	8988.0	30325	291	47.1	15399	230	54712	3189000
Kentucky	1968	2758	10726.0	31376	330	60.1	16872	288	58974	3229000
Kentucky	1969	2803	11179.0	34646	370	69.2	18399	336	64224	3232000
Kentucky	1970	4015	11150.0	39002	441	72.8	22662	357	72814	3219311
Kentucky	1971	4329	10905.0	39232	489	77.4	23596	358	73733	3282000
Kentucky	1972	3862	9298.0	35495	517	83.2	21449	323	66242	3299000
Kentucky	1973	3645	7561.0	38072	545	85.1	22716	323	68349	3342000
Kentucky	1974	3818	7682.0	49240	592	92.3	27865	347	84787	3357000
Kentucky	1975	4595	8944.0	60251	523	103.2	32696	345	101891	3396000
Kentucky	1976	4632	8460.0	63683	611	98.7	31886	362	104029	3428000
Kentucky	1977	4263	8485.0	57477	659	81.1	30162	349	96124	3458000
Kentucky	1978	3921	8766.0	58231	725	81.3	30942	316	97939	3498000
Kentucky	1979	4447	9035.0	62431	719	92.1	32082	335	103548	3527000
Kentucky	1980	5224	9131.0	68296	698	95.2	37901	321	115328	3641479
Kentucky	1981	5838	8603.0	71194	766	100.7	38893	308	118690	3661000
Kentucky	1982	6893	8548.0	73020	734	97.3	37736	355	119304	3667000
Kentucky	1983	7550	7994.0	71322	817	87.1	36286	364	115602	3714000
Kentucky	1984	6641	6709.0	63860	826	70.7	29234	244	99803	3723000
Kentucky	1985	7501	7198.0	62491	806	75.7	28739	256	98428	3726000
Kentucky	1986	8283	7203.0	64882	860	82.5	30725	248	102810	3728000
Kentucky	1987	8167	7181.0	70532	781	90.2	31571	280	109284	3727000
Kentucky	1988	8456	6904.0	66711	835	74.3	30747	229	104362	3721000
Kentucky	1989	9256	8191.0	71611	917	76.1	30526	293	110328	3727000
Kentucky	1990	10509	7350.0	71594	1068	69.1	28264	264	107208	3685296
Kentucky	1991	11610	7969.0	70885	1315	83.1	29576	253	108430	3713000
Kentucky	1992	15409	8128.0	69186	1209	87.2	27378	216	104692	3755000
Kentucky	1993	12555	8193.0	69745	1301	90.4	28041	249	105979	3789000
Kentucky	1994	11802	8558.0	73449	1350	93.9	28718	244	110725	3827000
Kentucky	1995	8571	10003.0	76906	1231	103.7	28389	276	115298	3860000
Kentucky	1996	7347	10142.0	73653	1230	93.8	26736	228	110531	3884000
Kentucky	1997	7308	9694.0	73487	1304	90.7	26638	228	109819	3908000
Kentucky	1998	8097	9752.0	71971	1107	88.1	27998	237	109721	3936000
Kentucky	1999	7757	8869.0	70719	1148	78.4	25180	203	104768	3960825
Kentucky	2000	7363	9274.0	73141	1091	80.6	25308	193	107723	4041769
Kentucky	2001	6009	8944.0	71448	1051	80.3	26964	181	107356	4068816
Kentucky	2002	6692	9321.0	72378	1087	76.6	26891	191	108590	4089822
Kentucky	2003	5703	8253.0	69083	1124	78.3	26034	181	103370	4118189
Kentucky	2004	5410	8772.0	70535	1238	78.9	25902	236	105209	4141835
Kentucky	2005	5833	8796.0	70354	1421	88.4	26458	190	105608	4172608
Kentucky	2006	6026	9364.0	72197	1312	91.5	27867	173	109428	4206074
Kentucky	2007	6690	8678.0	71489	1365	95.9	27820	206	107987	4241474
Kentucky	2008	6952	7657.0	77279	1457	95.6	29556	201	114492	4269245
Kentucky	2009	5643	6096.0	72938	1531	84.4	29880	184	108914	4314113
Kentucky	2010	5230	6239.0	74488	1438	86.2	30443	188	111170	4347223
Kentucky	2011	5110	6701.0	79586	1499	84.8	32750	151	119037	4366814
Kentucky	2012	4750	6668.0	75571	1272	80.7	29587	195	111826	4380415
Louisiana	1960	2957	6201.0	24893	279	45.6	12615	270	43709	3257022
Louisiana	1961	2554	5633.0	20404	267	44.4	11180	211	37217	3321000
Louisiana	1962	2821	6137.0	22759	226	39.0	10891	225	39787	3330000
Louisiana	1963	3905	6770.0	27046	212	42.3	13528	235	47344	3418000
Louisiana	1964	4620	8009.0	31267	384	53.3	16730	287	56006	3468000
Louisiana	1965	4686	7158.0	32277	394	51.3	15983	285	55418	3534000
Louisiana	1966	5330	9539.0	38685	597	66.8	20845	355	69069	3603000
Louisiana	1967	6122	10301.0	43075	603	82.1	24030	341	77406	3662000
Louisiana	1968	7406	10547.0	45981	613	90.3	25303	354	81831	3732000
Louisiana	1969	8464	12140.0	51421	829	102.6	26013	356	89574	3745000
Louisiana	1970	8665	14016.0	59300	841	140.8	32426	426	105742	3643180
Louisiana	1971	8953	14786.0	63661	872	135.1	33567	409	112014	3681000
Louisiana	1972	9403	13259.0	63262	855	133.4	33597	491	110118	3720000
Louisiana	1973	9384	12230.0	63625	837	138.6	36212	581	112067	3764000
Louisiana	1974	10356	12860.0	73633	949	156.3	39362	604	125855	3764000
Louisiana	1975	10957	12833.0	83093	899	153.1	42255	477	138181	3791000
Louisiana	1976	11851	11546.0	93991	1028	124.3	43810	506	149347	3841000
Louisiana	1977	13153	13241.0	96843	1213	142.9	45701	609	155785	3921000
Louisiana	1978	14306	14341.0	101937	1379	173.7	50587	625	166865	3966000
Louisiana	1979	16161	16421.0	115856	1554	219.4	56237	682	188514	4026000
Louisiana	1980	17127	15811.0	121298	1867	197.0	63997	661	201106	4199542
Louisiana	1981	16325	15584.0	121955	1782	202.0	61756	673	199295	4305000
Louisiana	1982	17472	14637.0	125701	1740	212.6	62151	698	202489	4362000
Louisiana	1983	17612	13785.0	123492	1770	190.0	57359	629	194636	4438000
Louisiana	1984	19311	13719.0	129348	1864	190.5	54711	575	197778	4462000
Louisiana	1985	20313	17130.0	141739	1782	190.3	59326	487	218195	4481000
Louisiana	1986	21676	19875.0	153818	1806	223.8	65751	575	239444	4501000
Louisiana	1987	20833	18402.0	148247	1600	179.0	64441	496	231090	4461000
Louisiana	1988	20259	19929.0	139141	1702	209.0	63843	512	222913	4420000
Louisiana	1989	21532	22842.0	152209	1675	237.3	64184	653	239235	4382000
Louisiana	1990	24022	25393.0	149752	1781	269.8	60677	724	235822	4219973
Louisiana	1991	26120	24381.0	148334	1738	278.9	60017	720	232732	4252000
Louisiana	1992	28013	26926.0	152938	1813	271.4	58574	747	238438	4287000
Louisiana	1993	30727	26359.0	163334	1817	283.6	58768	874	248461	4295000
Louisiana	1994	28060	26219.0	164081	1923	267.2	55188	856	245488	4315000
Louisiana	1995	29484	25984.0	166667	1855	268.6	53481	740	246132	4342000
Louisiana	1996	25823	27480.0	173271	1805	276.6	56379	762	257130	4351000
Louisiana	1997	24360	26374.0	163114	1799	239.1	53935	682	243423	4352000
Louisiana	1998	23237	23661.0	157507	1609	198.0	51210	560	232378	4369000
Louisiana	1999	22526	21695.0	149749	1448	173.6	47775	468	219219	4372035
Louisiana	2000	20851	21270.0	144345	1497	168.5	46289	560	211904	4468976
Louisiana	2001	20910	21687.0	139555	1403	175.9	46451	501	207693	4470368
Louisiana	2002	20445	20186.0	133302	1529	159.1	45350	593	198838	4476192
Louisiana	2003	19429	19655.0	129471	1601	156.0	44572	584	193698	4493665
Louisiana	2004	20090	19714.0	134080	1616	145.7	45359	574	199153	4506685
Louisiana	2005	19681	14389.0	112840	1421	118.4	39382	450	166611	4507331
Louisiana	2006	22853	15667.0	112605	1587	138.3	46703	555	174975	4287768
Louisiana	2007	23421	15293.0	118291	1427	147.1	46932	625	180516	4293204
Louisiana	2008	21578	13564.0	112091	1250	141.5	45524	544	171179	4410796
Louisiana	2009	20848	11589.0	114102	1351	136.9	46928	529	172619	4492076
Louisiana	2010	18214	9970.0	110260	1230	116.5	45437	500	165667	4545343
Louisiana	2011	18370	9113.0	113174	1262	114.4	46242	506	168529	4574766
Louisiana	2012	15740	7881.0	112915	1158	119.0	42140	495	162936	4601893
Maine	1960	148	1192.0	7334	48	7.9	2702	16	11228	969265
Maine	1961	173	754.0	7002	58	8.8	2969	16	10725	992000
Maine	1962	157	896.0	7653	28	7.8	3073	14	11622	999000
Maine	1963	187	998.0	7246	36	6.5	2972	19	11216	982000
Maine	1964	339	1100.0	8573	77	7.6	3688	15	13361	989000
Maine	1965	333	933.0	8671	43	4.0	4021	21	13625	993000
Maine	1966	358	1048.0	8917	48	5.9	3578	22	13543	983000
Maine	1967	465	1081.0	9637	58	9.7	4452	4	15170	973000
Maine	1968	452	1309.0	9497	66	8.8	5029	29	15835	979000
Maine	1969	548	1404.0	11176	58	11.3	5672	16	18252	978000
Maine	1970	677	1516.0	11721	70	12.6	6345	15	19582	993663
Maine	1971	665	1482.0	13318	74	14.4	7529	20	22329	1003000
Maine	1972	791	1671.0	15688	80	21.1	8155	55	25514	1029000
Maine	1973	943	1848.0	16107	80	20.7	10007	22	27962	1028000
Maine	1974	1027	2070.0	20375	91	27.9	13809	30	36254	1047000
Maine	1975	1798	2232.0	22958	110	36.4	14418	30	39608	1059000
Maine	1976	1813	2287.0	25011	106	37.9	14051	29	41349	1070000
Maine	1977	1845	2679.0	25505	147	38.7	13596	26	41780	1085000
Maine	1978	1756	2764.0	26579	121	32.9	13542	30	42885	1091000
Maine	1979	1710	2610.0	29828	131	31.8	12592	31	45030	1097000
Maine	1980	1650	2462.0	31151	145	30.8	13291	32	46904	1123670
Maine	1981	1665	2194.0	29545	145	32.5	14081	36	45820	1132000
Maine	1982	1326	2159.0	27863	152	30.5	11862	24	41884	1133000
Maine	1983	1301	1920.0	27022	193	27.1	11415	24	40357	1146000
Maine	1984	1352	1866.0	26811	155	26.4	10267	20	38944	1156000
Maine	1985	1471	1922.0	28260	167	24.4	10607	28	40789	1164000
Maine	1986	1201	1928.0	27548	174	27.9	9433	23	38909	1174000
Maine	1987	1286	2058.0	28916	186	25.6	9148	30	40122	1187000
Maine	1988	1326	2469.0	28928	224	25.8	9852	37	41249	1206000
Maine	1989	1115	2239.0	30067	229	24.0	9810	39	42116	1222000
Maine	1990	1179	2169.0	31372	242	25.1	10106	30	43647	1227928
Maine	1991	1066	2017.0	31737	270	22.7	11146	15	44900	1235000
Maine	1992	1013	1778.0	29966	294	23.3	10156	21	41900	1235000
Maine	1993	945	1665.0	26945	329	21.3	8909	20	37519	1239000
Maine	1994	987	1776.0	28257	318	22.4	8938	28	38971	1240000
Maine	1995	1007	1673.0	28444	265	26.9	9015	25	39132	1241000
Maine	1996	976	1776.0	29557	260	23.5	9303	25	40636	1243000
Maine	1997	964	1642.0	27513	254	20.7	8241	25	37396	1242000
Maine	1998	1052	1509.0	26457	225	21.1	8295	26	36261	1244000
Maine	1999	897	1694.0	25392	239	19.4	7532	25	34618	1253040
Maine	2000	815	1322.0	23906	320	19.4	6775	15	32003	1274923
Maine	2001	826	1671.0	24585	326	20.6	6898	19	33154	1284470
Maine	2002	735	1429.0	24591	377	20.9	6965	14	32985	1294894
Maine	2003	763	1456.0	24043	354	22.1	6579	16	32078	1309205
Maine	2004	742	1303.0	24096	315	22.0	6341	18	31740	1314985
Maine	2005	815	1348.0	24218	326	24.5	6323	19	31889	1318220
Maine	2006	786	1347.0	25465	341	29.0	6846	23	33658	1321574
Maine	2007	804	1276.0	24228	392	26.5	6745	20	32249	1317207
Maine	2008	829	1179.0	24695	379	25.3	6559	31	32433	1316456
Maine	2009	780	1022.0	23955	375	30.3	6729	26	31706	1318301
Maine	2010	796	989.0	24547	389	31.0	7364	24	32900	1327379
Maine	2011	848	1078.0	24886	394	27.9	7865	26	33829	1328544
Maine	2012	811	995.0	24905	372	31.8	7461	25	33361	1329192
Maryland	1960	3141	5708.0	30024	224	37.3	11360	168	47092	3100689
Maryland	1961	3224	6297.0	33461	262	41.7	12348	143	52106	3188000
