song_id	album_id	song_title	year	duration	loudness	artist_id	hotttnesss
SOIQQIX12AB018827D	505465	Live At Brixton Academy 1999	2000	1598.1971	-7.638	AR3TG3X1187FB4D577	0.3920087715
SOLEETW12A6D4FB2FE	45717	House Of Wolves (Album Version)	2006	184.00608	-2.895	ARKR75V1187FB3D4D5	0.4348380903
SOLMPMK12AC468B131	780822	Exactamente Medianoche		338.12853	-13.422	ARJ3VRY1187B9A3058	0.2669551863
SONODJN12A6D4F9838	176847	Street Car Blues	1930	196.88444	-18.338	ARE2QID1187B98FA19	
SOEKRSK12A8C13CFB2	162891	 -start ID-		12.12036	-17.425	ARHXIOW1187FB3AF67	
SOTYVNV12AB017CB2E	536232	Dementia		184.18893	-4.665	AR3WMW01187B9921F7	
SOWHXYS12AC9E177F0	282150	Snippet 15	1998	3.99628	-34.033	ARRA2F91187B9B4061	
SOQZISQ12AC4689482	735641	Cool Water		201.74322	-14.173	ARTE3P61187B9A709D	
SOVVITW12A8C146BD0	614878	Ya Lil' Crumbsnatchers (LP Version)	1991	90.90567	-9.505	ARV4KO21187FB38008	0.658202537
SOMRBBO12A8C13F67B	521760	This House Is Haunted	2003	210.54649	-12.26	AR1ABAO1187FB531E1	0.5351060249
SOWPIEE12AB0188A9D	578135	Captin Kut-Cha		191.97342	-18.025	AR3C3C01187B98E800	0
SOULXLO12AB018379D	461074	Killing Machine	2009	140.40771	-4.459	ARJ8PZJ1187B99314F	0.7155117074
SOFBBXV12A81C21835	275331	Manuel's Mambo	1956	197.22404	-23.549	AR9ST641187B99B4DE	0.2658610492
SOTHZUA12A8C13268A	140385	All I Ask For (Album Version)	2005	219.81995	-3.67	ARQATWU1187B98EE26	0.6386467229
SORQNTS12AB018C1E1	680798	Fonsi		250.67057	-3.809	ARXK8H71187FB44850	
SOZOEYQ12A8C1406E3	713200	I'm Over You (Album Version)		243.25179	-4.403	AR326OO1187FB444FF	0.2396290978
SOKQDCA12A8C13CDEF	305169	Contact		227.36934	-15.712	ARK30AI1187FB3C777	0.2658610492
SOHMOLH12A8C141C40	611612	Why Don't You Do Right		197.72036	-12.745	ARLMRES11F4C83E1E1	0.2538347361
SODLHUG12A6D4F7BB7	23102	Hate Zone	1977	281.52118	-13.358	ARDPTGD1187B9AD361	0.6248335336
SOJCYIP12AC3DFA13C	682598	Telê		130.19383	-9.333	AR1PQYO1187B98BEC9	
SOIBRMZ12AB018AEF4	422489	Probka (Latvia)	2009	183.58812	-2.713	ARIXB7T1187B9AB215	0.4348380903
SOMKDZN12A8C144D1E	375651	Only Me		148.24444	-15.354	AR0B1CH1187FB3A824	
SOKENHI12A8C1420D3	476276	Beautiful Maria of My Soul		277.7073	-8.498	AREU6JB1187B9911D4	
SOJFRZB12A6D4F92E2	74893	Feels Good To Be Free		194.45506	-5.729	ARHNMEZ11F50C4706C	0.2518717366
SOOFXBB12A8C137FF8	597487	Trade Winds		349.51791	-17.081	ARBLIP81187B98BE0C	0
SOCOQSE12A8C13D17B	458165	No Love No Nothing		175.25506	-17.186	ARKETDZ1187B9B2566	0.3552855364
SOKUHGH12AB017FB12	455287	I Must See Jesus		271.85587	-13.983	ARFONSP11F50C4D175	0.2884816427
SOGFFYV12A8C138D74	203675	Alright Now		269.81832	-8.525	ARSMRIN1187B9AB35A	0.3231612696
SOVYZIA12A8C136E0D	289149	Assassination	2000	120.86812	-6.72	AROIIF91187FB4F2D5	0.5537665925
SORCRQT12A8C142A5A	333086	I Did it for You	2008	229.45914	-3.8	ARFN2TE11A348EFFB4	0.6895721985
SOWYALW12A8C136BE6	252899	A World Of My Own		255.21587	-6.778	ARVVLMQ11F4C8456E4	0.2623089972
SOFEIDA12A6D4FBFA5	177206	Down On The Corner	2005	155.03628	-6.611	AR1LQNB1187B9A6AE5	0.4582882074
SOBDCSO12AB017F02D	437973	Come Dance With Me		169.58649	-4.333	AR4Q1VD1187B9893C7	0.245925347
SONEAJZ12B0CEB476A	29387	A Visit From Drum	2006	259.05587	-8.977	ARVZWQ31187B9B8946	
SOAUNDO12AB017BFF8	485210	More Than Words	1992	276.79302	-22.645	AR7CCS31187B98C531	0.5797287486
SOMXWZX12A58A7B385	134855	We Do It Too	2002	385.2273	-6.965	ARA6BH81187B98F3AF	0.4951239359
SOLQMCQ12AB018E469	817855	Mar gaye te sada naal		1037.68771	-11.368	ARBY23A1187B9A82E4	
SOWMUUZ12A8C133F2A	88726	Talking Drum (Isea '95)		99.3171	-20.575	ARXOTQH1187FB57084	
SOKSVLC12A8AE47DAD	184098	C.O.G. To The ATL		348.02893	-8.963	ARPV8QO1187B98B77F	
SOBBSEY12A67ADB9AA	592680	La clé parfumée	2006	53.31546	-23.155	AR9ILJF1187B9B80ED	0.2120454055
SOSHWJO12A8C141A67	473152	Hermione		189.43955	-9.215	ARIIUJC122988F51F6	0.2150803185
SOSNZMS12A58A791D0	8997	La Vuelta	1998	186.5922	-15.45	ARM4J201187B9B8B3B	0.5996603576
SODNYLM12AB0180D14	363506	Wepons Of Mass Deception (Album)		49.94567	-2.182	ARZUZYU12086C17110	
SOBIHSR12A8C139F30	109780	Lizzie And The Rain Man		212.32281	-11.51	AR0RCMP1187FB3F427	0
SOLUUOH12AB0189769	470978	Chicken Strips (THE DEMOS version)		87.11791	-6.076	ARJNQM51187FB54C55	
SOGCCYM12A8AE4705B	139457	Was Machst Du Mit Dem Knie_ Lieber Hans?		161.802	-12.011	ARZWBH21187B99ACE1	
SORYSKI12AB0184790	564121	Gief Konjunkturpaket VI	2009	258.19383	-5.319	ARAMCAZ1187B9AB6F5	0.3920087715
SOWDDNA12AB0186074	341095	The Real Rock		250.85342	-12.439	ARNSTES1187FB4FC9B	0.2658610492
SOEHEYS12AB0181F19	557621	Pocket Full Of Stars	2001	152.65914	-3.478	AR1GYND1187B9A9CD3	0.2998774883
SOWNZHB12A6701C776	14305	The Way I Am	2000	289.30567	-2.973	ARTH9041187FB43E1F	0.8130035558
SOXATHC12AC909720F	783635	Back Into Business		232.38485	-5.631	ARJ8ZIQ1187FB3FB5A	0
SOFCHBZ12A8C142084	611922	Blues Do Elevador	2000	237.97506	-12.008	ARVLIVA1187B991590	0.5062709935
SOJARRO12AC90756C5	602222	Hippa To Da Hoppa [Explicit Version]	1995	181.62893	-14.808	AR05OJD1187B9B99A6	0.7275064339
SOHQUTZ12AB0185F78	472191	Beast In the Broch	2000	106.60526	-9.104	AR06USW1187FB4EACA	0.5420358967
SOBQXJP12A6D4F7587	377202	Battery Acid	1988	257.95873	-11.401	AR21JFF1187B9A5CBA	0.2291441037
SOWXIQN12AB01862EE	639750	Mis Sueños feat Norma Castro		558.28853	-8.078	ARWHWYH1241B9CCA16	
SOYOKOS12AB0181059	327554	Perfidia		114.93832	-8.667	ARPN0NC1187B991591	
SOWDBUH12A8C138B73	150911	Will Not Fade  (Hit Parade Album Version (new Song))		229.01506	-4.774	ARGEZ5E1187FB56F38	0.2681651865
SOAPQCG12AB017AAAB	619744	Just Want To See Ya	2009	241.68444	-8.948	ARRW6DJ1187FB50A67	0.3196868591
SOLMFNE12AB018F807	598782	No Regrets	2001	153.33832	-5.92	ARXR32B1187FB57099	0.658202537
SOXBYPK12AB018B86E	715455	Inferior (Late Night Version)		266.00444	-8.147	AR0NS5Z1187B99AF79	
SOZINBT12AB017F5D0	456614	Pseudoephedrine		307.51302	-17.83	ARCBZHP11F4C83D8B2	0
SOODPJI12AB0181BD8	514098	C'est Moi	2009	251.76771	-8.592	ARJPRV411A348EFE4B	
SOEPVWS12A6D4FAFC4	860	Love My Way	1987	159.11138	-20.142	ARZS5VW1187FB567E8	
SOHAXFE12A8C13F057	266948	About Last Night (LP Version)	1999	241.03138	-6.297	ARNEJAG1187FB41600	0.48456253
SOMCPKY12AB0184197	639042	Girl From A Pawnshop	1996	404.58404	-8.087	ARUKN9H1187B9B71C8	
SOLRGXU12A8C132FD7	284736	Boogie Man	1973	226.06322	-14.977	ARRT66G1187FB3DDF9	
SONGVVU12AB018719F	455018	Perfection Design	2009	238.94159	-3.394	ARDDWUI1187FB379F7	0.4871121949
SOFXFXN12AB01827D6	641828	Angel Food	2009	383.29424	-12.338	AROY6XW1187B991121	0.5649859641
SOULEZE12A8C134B31	281753	My Record Company	1995	222.30159	-7.3	ARMSL551187FB3F4B0	0.6593004061
SOSNZGD12AB0186296	762361	Coolsville (Live Acoustic Version)		308.92363	-18.105	ARXPE571187FB4AFD0	0
SOKJBKQ12A8C143666	523259	Memorabilia	1994	441.96526	-6.962	ARK9TRQ1187B99C095	
SOLGZCP12A8C142CD0	609801	I Can't Quit You Baby (Live) [Never Released]	2003	342.20363	-9.573	ARBFDJW1187B9AD27A	
SODNQJO12A6310F970	398	Dance Hall Days	1983	234.762	-12.455	AR7WGYZ1187FB3CAB0	0.785025092
SOHDMZZ12AB018AC70	663511	Smoke! Smoke! Smoke! (That Cigarette)	1947	181.08036	-26.997	ARPFKK81187B99878D	
SOVFDZT12A8C140710	307285	Razor	2005	287.99955	-16.372	AR6XPWV1187B9ADAEB	
SOLITMH12A58A78F01	397816	Six	2004	142.52363	-10.596	ARXDQJB1187FB57154	0.6361455361
SOHEORL12A6D4F7EF6	24504	Sous Les Ponts De Paris (Valse)		148.74077	-7.551	ARQC4R31187B9A0D88	
SOEIZWQ12A6D4F8E21	50737	Would You Like To Take A Walk?		163.39546	-20.524	ARFQ3191187B98AD2E	
SOXKNIV12A8C132248	195716	Le Bal Du P'tit Jardin	2005	128.93995	-16.683	AROVSYC119B3403921	0.3646124773
SOLWWCO12A58A77015	69254	A Little Tear		416.44363	-17.518	AROUOZZ1187B9ABE51	0.2550700015
SOVLDMX12A8C141DB5	109846	When Will They Shoot? (Explicit)		276.03546	-2.98	AROSI8L1187B9ACD43	
SOWCEQL12AF729E70C	279091	Close To You	2005	184.55465	-8.7	ARWPYQI1187FB4D55A	0.3867901771
SOFKTPP12A8C1385CA	291143	Hold On	2008	381.17832	-6.36	ARWA8AH1187FB3FC84	0.6934642475
SONWURF12A8C134ABD	239731	Independentia		207.93424	-12.407	ARPMJGA11F4C83BDFE	
SOWHSFS12AB0183B7D	622234	Bury You	2000	265.61261	-5.145	AR7KQQ91187B98ED7A	0.4944895175
SOORSEW12A8C1375CB	540620	Highland	1990	201.9522	-13.214	ARBXBQR1187FB56FA5	
SONPKNE12AB0180390	509706	Matador	1993	273.78893	-10.27	ARL3VGT1187FB40E8E	0.6294932475
SOBOPBU12AB0180EBE	601969	Colombine	1956	115.25179	-14.562	ARLV8S31187B988B71	
SOKQZYR12AB0182223	623984	You're Killing My Love		310.59546	-10.091	ARFONSP11F50C4D175	0
SOLTYUO12A8AE4758A	235174	Ghosts		162.69016	-4.347	ARJ5DZC1187B99FBDA	0.5400139258
SOPOHPD12AB017F153	632110	It Is Us	2006	211.87873	-4.309	ARGBR4I1187B99D073	0.4978332146
SOJITMV12A6D4F7A00	36169	Badd Indian	1993	273.18812	-9.722	ARDV4XV1187FB5A3F4	0
SOPMEON12A81C1FDB9	131969	Keinu Kanssani (2003 Digital Remaster)		223.11138	-7.242	AR8WVQY1187FB3FA10	
SOAAHZS12A8C143A21	526303	Rakkauden veteraani	2009	224.7571	-8.419	ARV69FI1187B9AA14F	
SOGHNTC12AB0188168	813922	She's So Tough	1977	166.03383	-13.589	AR4NREB1187B9AEDAC	
SONQOIL12A6D4F4D47	79637	DEFCON 4	1996	108.85179	-20.373	ARFZSPU1187B9B5BA9	
SOTZYEK12AC468911E	746875	Wo Men De Fei Leng Cui		214.93506	-12.626	AR9E43L1187FB566FA	
SOKTTAS12AB0182418	536785	Somewhere		326.16444	-8.278	ARTCO131187B9B9ADB	0
SONXDIC12A8C1377FE	297471	Ubi Caritas		286.58893	-9.134	ARZPDMU12086C15872	
SORGVTY12AB018349A	560618	Surf of Syn	1995	261.79873	-7.51	ARO3SS31187FB3729C	0.4541929882
SOCNCAD12AB0187375	411802	Hush	1995	366.70649	-11.257	AR1N6N61187FB4E25E	
SOBNOBG12A6D4FB54B	47330	Let's Go Home		165.61587	-12.831	ARPPURC1187B990FB7	
SOBVMXR12A58A7AE67	253291	Bellini: Norma: Vanne_ e li cela entrambi		244.61016	-20.819	ARYWZLP1187FB4F7D3	0
SOFSRSS12A8C13B685	298724	Wrong End Of The Rainbow	1982	242.70322	-13.558	ARGIABO1187FB4B3B5	0.2623915985
SOMYTZI12AB0185326	555246	If Santa Claus Could Bring You Back To Me		159.242	-17.896	ARQGYP71187FB44566	0
SOGTVGQ12A8C13952B	208424	You Are!		409.91302	-12.066	ARM86R71187FB4CBB4	0
SOJEWUE12A8C1437CD	317364	Mrs Scott Skinner / Mackenzie Hay / The Devil's Elbow		149.2371	-21.63	AR8ZTV41187FB3F311	
SOZDOYP12A8C13ABDF	102191	Peyote		436.21832	-9.783	AREEJJK1187FB56DC7	
SOFJEAL12A8C13E4C5	306715	What's in a number & Feed me lies remixes	2007	353.17506	-11.005	AR1AIC51187B98C03F	
SOPNINI12A58A7E304	226013	Intro: The Dragon		24.0322	-14.38	AR8YV0M1187B99F3E8	0
SOIZDTU12AB01840C5	798891	Soul Of A Man	2010	111.80363	-13.411	ARQZY2A1187B9B7604	0.4051157217
SOLUABP12AF72A2CD2	296611	Alpha Beta Parking Lot	1998	210.07628	-8.522	ARQRQRA12131B4B5A8	
SOCKCXC12A6D4FD052	128139	Geek USA (Album Version)	2006	325.11955	-5.094	AR7GUNF1187B990CCF	0.5883858435
SOKHDOO12AB01825E3	550709	Amo Dejarte Asi		237.68771	-10.906	AR189B91187B9B8D9C	0.5689645826
SOGEONB12A8C1429C7	524019	La fête à la prison	2009	296.93342	-7.817	ARRPFCU1187FB5402E	
SORMDIB12AB018C316	761443	Pluvialus		423.07873	-13.818	ARETCTY1187FB4C033	0
SOGOBGK12AF72A633B	300031	Forgiveness		204.25098	-5.145	AR8ZQ9T1187FB56FE5	0.6515231566
SOWABTJ12AB0182291	487339	Song For Val		78.75873	-6.893	ARP6RUO1187FB3F1CF	0.203008916
SODPOUC12AB01890EF	644830	The Train Kept A Rollin		165.35465	-8.299	ARF1FZV1187B98C928	0
SOCISCT12AB0180021	386707	Aviatic	1989	170.1873	-10.061	ARD7U0O1187FB5531A	0
SOQNZJZ12AB01823AE	407754	Keiner außer uns		77.94893	-5	AR2P71H1187B9B8C00	0.3552855364
SOKVBXA12A6D4F89AF	46486	Luv In the First		265.1424	-8.072	ARFF1MH1187B999687	0.2225870865
SOAGJGA12A6D4F980C	47592	Love Is Gonna Bring Us Back Alive	1989	291.57832	-19.544	ARXPE571187FB4AFD0	0.4697124313
SOKPCQK12A8C14038A	308407	Can't Do Me No Good	1997	141.24363	-10.401	AR243ZT1187B9A98D2	0.4051157217
SOCEZZL12A81C23CD9	275827	Main Title	1966	169.1424	-23.815	ARM0RY81187B9AF248	
SOGQWRF12AB0185E0B	423961	Plaza de Mayo		159.242	-9.909	ARDKBQO1242077E25E	0
SOBCJVI12A8C14220B	476476	Dil Naheen Lagda		380.81261	-12.584	ARBY23A1187B9A82E4	
SOBJLED12A8C14108C	7315	Whirlpool [Live]		279.74485	-9.86	ARAIABB1187B9AC6E2	0.2215486599
SOBHZOV12AF729E943	46614	The Way It Is	1989	390.66077	-10.478	ARYKCQI1187FB3B18F	0.7990235199
SOMGNAS12A6D4FA805	65481	The Up		248.71138	-9.95	ARHBWOZ1187FB3FD53	0
SOMFNPC12A8C13E5FE	307644	Tu Peux Compter Sur Moi	2005	188.94322	-9.224	AROGAPH1187B98CF9C	0.5428771899
SOYCPUY12AB018CE4D	711606	Frisch Verliebt	1988	163.63057	-13.01	ARE08BN1187B98FCA3	0.2707759989
SODJUSQ12A8AE486C6	278992	Missionary Man	1986	269.94893	-4.357	ARDGB6U1187FB3AD07	0.730009843
SOUGQQJ12AC46884C2	686335	La feria de San Cristobal (Live)		181.81179	-9.606	AR6W9T51187B9A8B8E	
SORLLRN12A58A7F1EE	287352	Be With You	2003	260.20526	-6.259	AR65K7A1187FB4DAA4	0.6672794942
SOEVQPU12A6D4FCC09	128149	Within (Album Version)	2007	202.23955	-5.099	AR8PL5L1187FB37A10	0.5254971189
SOJCIPT12AB0181305	531846	Don't Stop The Music	1980	218.40934	-9.71	ARI648V1187B9B5379	0.2658610492
SOBKWVC12A8C13F95C	123076	Traveller	1998	350.4322	-10.587	AR0N0DX1187FB41327	
SOQBAMF12A58A80B7E	254009	25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Aria		58.122	-35.702	AR323JD1187FB483D0	
SOYUCBW12AB0189C9A	798135	Superstar Dog	1999	456.51546	-11.009	ARKHMZB1187B998670	
SORYCLC12A582A293D	253831	Rapture (Toby Emerson Dub) (Toby Emerson Dub)		397.42649	-5.045	ARGRMG41187B99AB1E	
SOEQGVM12A8C132AB5	284637	Madazulu	1997	301.06077	-8.688	AR3Q86S1187B9ADDCF	
SOBPURV12A81C2286A	179184	If I Had Known		169.97832	-13.577	AR576O51187B990C30	
SOZPBWN12A58A7C3C4	124764	Depressionista	2007	148.92363	-4.912	ARCP94M1187B9B0F56	0.635164598
SOMRGMY12A6D4F93A8	25133	Boring	2001	228.62322	-4.739	ARJ7VKJ1187B98BA4B	0.6316008181
SOSFKCZ12AF72A3C24	160699	Riot Squad (1991 Digital Remaster)	1983	119.71873	-10.19	AR7Y6JX1187FB4D9B3	
SOBDZUW12A8C13ED88	520987	In The Midnight Hour		195.10812	-6.586	ARBIXZL12086C11573	
SOHHVXI12A6D4F69E3	84466	Intro	1997	52.79302	-13.149	ARDIP5S1187FB57056	0.720274943
SOUFZNH12A8C13F572	123416	I Gotta Keep Dancing		221.49179	-10.771	ARNVCZC1187B9934F5	0.4245390522
SOFAQLG12A8C13AC04	105985	Im Slowly Turning Into You	2007	274.59873	-6.209	AR8V1WA1187B9AD9E9	0.7076683046
SOOKDUJ12AB018BB67	799147	Get It Started		461.24363	-5.497	ARGFOAI1269FB3852B	
SOSLCNE12AB018566F	685357	Marashi Ya Pemba		414.1971	-4.017	ARK3KQ41187B9A64F0	
SOLPNNU12A8C13CA04	250395	Cold Icy Floor		186.67057	-11.552	ARPEJMN11F4C84080E	
SOFUWDG12A8C142F6D	637620	This Is How A Heart Breaks		291.13424	-12.446	ARY1K701187B9A43A9	0.3759843015
SONJXBM12A8C13C358	262136	Heaven's Hero (Featuring Champion Of Love)		252.682	-8.925	ARC28SN1187B989049	0
SOOTRFL12A6D4F5428	35097	Sag Ihnen Bescheid	2005	216.89424	-5.893	AR5BLB01187FB57E99	0.6382279641
SOVZVNF12A67ADA382	68110	Bare As You Dare	1994	230.53016	-11.485	ART5IUL1187B9B0143	0.2150803185
SOHJRZY12A63110838	587	It Only Takes Two To Tango	1981	217.96526	-10.011	ARYECDK1187FB45587	0.5814936372
SOQTSEB12AB01884A0	705863	Night Time		309.96853	-12.469	ARHDHOX122988F500E	
SOCNGFJ12A6D4F6DFD	85625	Crash And Burn [Home Demo]	2007	261.14567	-14.957	AROBHK51187B9AD82B	0.4961753357
SOESUUA12A58A7BA05	240561	Bad Dreams	2003	200.38485	-5.167	AR0JPOG1187FB37383	
SOHLRVJ12A8C13A9A2	104787	Black Lung (Album Version)		113.47546	-3.761	ARF84A41187B9A34E7	0.6167970188
SOJRJDG12AF72A7B93	482768	Praying For Time	1990	281.33832	-8.183	ARAKARO1187B9A1EB6	
SOBWIWM12A8C13BA6D	113416	Ilta Oulunjoella		209.34485	-11.786	ARVJSJY1250940FA2B	
SOTNNLV12A8C1344BF	287254	Telephone Song	1990	208.48281	-8.066	AR32ETX1187B9A792F	0.780157224
SOZIGEW12AB0183C28	360812	Dancer (2007 Digital Remaster)	1975	365.16526	-8.351	ARX14WH1187FB50649	0
SOHCBTN12A8C134568	251858	Don't You Know How Much I Love You	1983	151.37914	-12.581	ARGIABO1187FB4B3B5	
SOCVAQV12A8C13627A	99148	Monkey & Turtle		350.56281	-12.256	ARYKXSD1187B9A4DAD	
SOMCIIM12A8AE49622	281447	Echo	1987	469.60281	-10.256	ARNZ70R1187B9A4824	
SOHJYGD12A8C13CF7F	300031	I'm Down		128.49587	-4.625	AR8ZQ9T1187FB56FE5	0.6047885157
SOXVMXO12A8C13EAFA	113410	Alone Together		412.21179	-28.346	ARA82JG1187FB36131	0.2658610492
SOIRHHH12AB01807F0	396352	Château de sable	2000	340.50567	-13.807	ARUW6HS1187FB3F028	0.4051157217
SOCPWZF12A8C1359F0	237660	El Ausente/ El Preso/ El Caminante/ Tania		249.05098	-9.29	ARHEQ501187FB4F898	0.252406051
SOAWTOB12AAA15DA18	431442	With Strength I Burn		508.96934	-4.277	ARYPWUK1187B98ACED	
SOIHJSD12A6701EB04	15638	Locomotive (Complicity)	1991	524.87791	-7.219	ARM7EDF1187B9B3FA1	0.701040475
SOAKDML12AB018208C	503347	Zero Db (drum solo by Frank Katz)		292.5971	-18.473	ARDPTGD1187B9AD361	0
SOJKLCP12AB0183BA1	520602	Joking	1999	188.29016	-4.63	ARKN6D91187B9B09A2	
SOMSHEH12AB017BA1F	331203	Water Blazz (Chill House mix)		321.64526	-7.717	ARALUOY122988FD079	
SONJFLA12AB018BB67	817892	Lagian ne maujan		879.69914	-8.523	AR1ZHYZ1187FB3C717	
SOMLAJJ12A8C138EAC	262113	What Child Is This?		165.09342	-14.328	ARTF2KG1187B98DDD1	0.2519818995
SOMLFVN12A8C136135	150863	Safe Passage	1996	330.97098	-16.934	ARTK5LU1187B9A654C	0.2658610492
SOBCTDP12A6D4F7602	21200	Not Right (Remastered LP Version)		169.66485	-3.968	ARLR9U31187B9A71AD	0.6513037261
SOXAOIN12A8C138D34	297013	That Rock Won't Roll	1986	210.46812	-13.644	ARR5CEB1187FB5A3FF	
SOAGRCT12AAF3B5E13	434249	Prison Bound Blues		250.56608	-9.422	AR6DGPH1187B998587	
SOYTIQH12AB0181485	337141	Shuo Ni Ai Wo		235.85914	-6.682	ARRTP2G1187B9AF916	
SOIGNJY12A8C13AE1A	265303	Wake The Sleeper	2008	212.84526	-4.014	AR87K371187FB5AA8E	0.5011168401
SOWRBWU12A8C13969D	105411	Fantasie (Extended Version)		327.83628	-11.718	AR6896B1187B98FADA	
SODIRMS12A8C140C52	701622	EU A4	2003	229.53751	-11.957	ARSBZSV1187B989B86	0.2120454055
SOAZRCH12AB017A84D	484161	Start The Fire	1989	261.04118	-9.803	ART1R9I1187B9B3324	
SOZFHFF12A6701E914	9552	Te estoy saboreando		144.90077	-10.715	AR7BODP1187B9B7766	0
SOAHFGP12A6D4FB62E	240395	You Said You Loved Me		175.98649	-11.91	ARCYJTW11F4C840F74	0.2636898884
SOQRFVZ12A8C13A4C6	159947	Salzanitos		220.99546	-13.743	ARJRQL51187FB541AB	0
SOCDZMU12A8C13C256	298752	Gone	2001	219.74159	-4.866	ARF1PSM1187B9B802A	0.4051157217
SOAGRTC12AC468B954	700059	Ask Fi War		227.5522	-7.113	ARMPQIE1187FB3D4EB	
SOKNFFM12A81C216F3	130398	Desde mi cielo	2005	380.682	-7.736	AR7ZI7Z1187B98BF55	0.6796860547
SORVXFP12A81C22116	180927	Olha Pro Ceu		202.47465	-6.852	ARTP2PK1187B98FECA	
SOFMQDK12AF729D3C8	557792	Don't Lie	2006	145.55383	-5.603	ARATR0U1187B9B76D0	
SOKEBYL12A6D4F6FBF	25453	Seed		289.59302	-5.247	ARYYTAY1187B9B5F9D	0.4253042417
SOQTSEW12AB0180ED2	407754	Warum rappst du?	2000	79.93424	-5.031	AR2P71H1187B9B8C00	0.4287022625
SOCEKJL12AAFF44A8E	771267	Katie's Song		261.642	-10.294	AR5OB9M1187FB52F29	0.2535870568
SOCYBQD12A8C143029	378580	Get Money		263.3922	-3.889	ARIOTFR1187B98F316	
SODXHIZ12A58A7A889	602374	One Eyed Jack	2005	314.06975	-10.203	ARY1K701187B9A43A9	0.2658610492
SOCLAFZ12AF72A6D7F	148128	Stay Close To Me		192.62649	-17.471	ART1R9I1187B9B3324	
SODMLAB12A8C1441D2	314190	So Beautiful		231.73179	-5.659	AROYBLU1187B99A255	0
SOMRWKM12A8C13AEC9	301445	Face To Face		182.33424	-15.498	ARFLD291187B9966AA	
SOFNFIL12A8AE47377	2004	Are We Here ?	1994	933.642	-10.328	ARD5K161187B9AC784	
SOTURND12AB0183FF9	490203	Bagdad by night		140.12036	-16.165	ARWWDSC1269FCD4D06	
SOQYRCZ12A6D4FC618	271398	Santa Monica (Version Originale 1980)		219.19302	-8.085	ARSKATF1187B98A622	
SOZGZSN12A8C1407E3	223456	Cutdown	2005	419.68281	-6.407	ARRH2S81187B98C8AA	0.5486780556
SOSSUGT12A8C138F9F	211112	Rompan Todo	2006	88.58077	-3.211	ARO0R521187B98A2D1	0.3725300394
SOXHSTL12A8C13B5A6	212480	Chime (edit)	1990	192.20853	-6.924	ARD5K161187B9AC784	0.6156548448
SOXAUYW12A6D4F7DAB	25564	Say Hello	1979	179.04281	-13.666	ARFKYG51187FB4CE41	0.7547163316
SOQYGKF12A6D4F77EC	756547	I'm Not Worth the Tears	1967	152.45016	-12.144	ARYJSY01187B9B7C65	0.2707759989
SOWBHDA12A58A7A398	245146	Fin De Semana		324.91057	-4.442	ARSSW5A1187FB4B5E5	0
SOWWEWC12A6D4F8A87	28356	Little Louie Bonus	1995	383.16363	-16.486	AR19GQN1187FB3ACF5	0.2658610492
SOWOKYQ12AB018637E	554224	Love Is Taking Hold		299.33669	-11.3	ARDHNC31187B9A1898	0
SOGEQKA12A6D4FA27C	53181	Love Ain't No Stranger (2003 Digital Remaster)	2003	252.08118	-8.706	ARASYMJ1187B9ACAF2	0.2707759989
SOBJOLG12A8C13CC69	160998	We Are Not Impartial	2006	170.05669	-9.502	AROJAG11187B9B71A3	0.2707759989
SOODNBV12A8C139FC7	297303	Atlantic Shore		244.74077	-12.121	ARHOCKY11E2835D7CB	0.6130458358
SOJCBAM12A6701FD04	14421	Paralyzed	1998	296.85506	-6.966	AREHK7O1187B9ADDD7	0.7173916335
SOJEEKG12A8AE48C77	138186	The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version)	2005	200.98567	-8.273	ARSE5NP1187B9B98AB	
SOYFMKG12A58A80C70	774736	Weekend		246.36036	-5.833	ARMYPSO11F50C49252	0.6976517315
SOLYAFD12A6702090E	12757	Get It Poppin' [Featuring Nelly]  (Album Version - Exp. Version) [Serban Main 4/20/05]	2005	211.59138	-7.239	AR2XI6G1187B9AE7DA	
SONWVYC12A58A7DB0C	436396	Don't Go Away		289.2273	-5.676	ARBUOOR1187B997391	0.7335495937
SOSTBCB12A58A75D60	715982	Slaughter The Gods		171.15383	-7.075	ARTOCWH11F50C4CE12	
SOLKBKQ12A8C13400C	87397	I WANNA HEAR IT FROM YOU	1995	204.85179	-11.14	ARHT0B11187B993CB3	
SOGOJEP12AB018D355	675211	Ma' Be Easy [Explicit Version]		225.14893	-5.189	AR3FE581187FB3F90A	
SOJPZIX12AB018B2BD	769725	Heather	2009	211.90485	-7.033	ARJJRZ41187FB4C856	0.2669551863
SOFAWJJ12AB0180A39	543041	Party For Pink		190.56281	-4.116	ARVFGPJ1187B9A2477	
SOMDVKP12AAF3B3CD6	529684	Only You (Chimi-Changa Club Mix)		552.93342	-9.464	AR8K7ET1187B997ABC	0
SOMDTTT12A8C13F1CB	303421	Let It Be Me		167.3922	-8.89	ARISHTQ1187FB3E6F0	
SOGQTEC12A6D4FC958	275032	Smoke		505.67791	-7.255	ARKULSX1187FB45F84	
SOHZHHE12A8C1360C0	144765	Oblivious Darkness	2002	515.36934	-4.694	ARF3L8J1187B9B7866	0.4432913119
SOBQSLF12A8C139785	296721	Silent Night	1987	170.94485	-16.407	ARLNSD41187FB4D9A0	0.6417711933
