count	familiarity	long	names	lat	artist_id	hotttnesss	location
2	0.6512975404	-97.32925	Roger Miller	32.74863	AR91GW21187FB4F642	0.4178705781	US
1	0.5257402685		Los Abuelos De La Nada		AR937CC1187B99B9B9	0.3891196219	
4	0.6757713696	-97.52033	J.J. Cale	35.472	AR93D4D1187FB3ACAD	0.4354688988	US
5	0.4804019703	10.74998	Black Debbath	59.91228	AR93K7R1187B9AC92A	0.3923252825	NO
5	0.4508526851	-96.0878	Mance Lipscomb	30.38815	AR93RTI1187B98ECFB	0.3323898703	US
2	0	-72.09647	Cassie	41.35644	AR93WAA1187FB42116	0.4768033535	US
1	0.2738872405		Turibio Santos		AR94U5D1187B995563	0.1782752049	
2	0.4798485216		Pedro Luis e a Parede		AR95CRV1187B9AFD6D	0.3617023794	
1	0.3341676517	-90.04892	Anita Kerr	35.14968	AR95F611187B99CE1C	0.1880300946	US
4	0.6790118688	-83.22295	Joi	32.67828	AR95QS71187FB3F49A	0.3608714654	US
1	0.7070594519		Paul Simon		AR966X21187B9AC463	0.5624327307	
3	0.3409258989		Nicolas Bacchus		AR9696A1187FB550A1	0.0899987243	
4	0.6119339564	-75.16237	Outerspace	39.95227	AR9788H1187B9A05D1	0.3723508696	US
7	0.5216729953	-81.6558	Blind Blake & The Royal Victoria Hotel Calypsos	30.33138	AR97EHA1187B98AD5F	0.3513450771	US
1	0.3456127251		The Harvey Averne Dozen		AR97HAK1187B99C7D2	0.2673597752	
1	0.6558886687		Deep Blue Something		AR97V5X1187FB4AE98	0.4097293788	
2	0.4018475747	7.6244	Arco Iris	46.25605	AR99OWM11C8A4149FD	0.3154534627	CH
4	0.5527048145		fIREHOSE		AR9A5TK1187B9AD07F	0.3870083218	
5	0.6051097019	-2.24881	Inspiral Carpets	53.4796	AR9AM2N1187B9AD2F1	0.3985475354	GB
5	0.4973075123	-84.39111	Scott Wesley Brown	33.74831	AR9AN471187B99E0DA	0.3424063911	US
4	0.7516295973		Kenny G featuring Daryl Hall		AR9AWNF1187B9AB0B4	0.5502125619	
1	0.5687802186		Richard Hell & The Voidoids		AR9B5JX1187FB55D84	0.3777472016	
2	0.9099575227		System of a Down		AR9C8IE1187B9ACC99	0.609262136	
1	0.3820176441		J. Peter Robinson		AR9CYE51187FB44F66	0.3059004714	
1	0.5371312593	11.02307	ColdWorld	50.97768	AR9DO2O1187FB53637	0.4731330969	DE
1	0.5051151146		Anneli Drecker		AR9E0A21187B989609	0.3396142953	
4	0.4228875567		Steve Chou		AR9E43L1187FB566FA	0.2962488106	
1	0.4424082896	-91.85307	Jan Howard	36.73112	AR9EZGO1187B9A401F	0.2586712675	US
3	0.4124730424		Gordon MacRae		AR9F71I1187FB46CAF	0.3069763072	
1	0.052103414		Semprini		AR9FEO71187FB5981F	0	
3	0.4980571228	-79.64372	Las Niñas	43.58828	AR9G2A41187B99951A	0.2816842273	CA
1	0.3380939225		Mylon LeFevre		AR9GQKV1187FB52E44	0.2590020945	
2	0.4817035857		Red Foley		AR9HABI1187FB3ACAA	0.3426267906	
1	0.4216755596		Mei Chi Chiang		AR9HNKW1187FB57EC6	0.340332521	
5	0.3672550108		Orlando Pops Orchestra		AR9HQ6Y1187FB3C2CB	0.311615545	
2	0.6911337286		Harry Connick_ Jr.		AR9I1L41187FB37F0E	0.5310501932	
5	0.6118014715	35.48527	Gabriel Yared	33.89275	AR9ILJF1187B9B80ED	0.3990420814	LB
2	0.4960200586		Tanya Chua		AR9JJ761187B9AF496	0.3654202747	
4	0.5116634454	25.62326	Danny Williams	-33.96243	AR9JLBU1187B9AAEC4	0.4097789978	ZA
7	0.7208239717		Gal Costa		AR9JNFU1187B9B9868	0.4374645537	
1	0.4858832058	-74.72671	Cassius Clay	40.14323	AR9K6SJ1187B989A32	0.2822214802	US
1	0.5559667894	-66.42889	Willie Rosario	18.22328	AR9KWJK1187FB4A531	0.3381103881	PR
1	0.9251919583	-76.79731	Sean Kingston	18.01571	AR9LJ9D1187FB4303D	0.6628762864	JM
4	0.4858555957	-96.39998	Darden Smith	30.16602	AR9LT7R1187FB4543A	0.3629605971	US
1	0.6211704695	31.25536	Abbott & Chambers	30.08374	AR9M9XY1187B98B2F8	0.2189364152	EG
1	0.2677886149		La Charanga Rubalcaba		AR9MRSJ1187B99B99F	0.2169749607	
1	0.5003517104	-3.18067	Hunters	51.48126	AR9N3N31187B9B87CC	0.3215049742	GB
1	0.8390215312	-83.04792	The Raconteurs	42.33168	AR9NA5G1187B98F460	0.5628347514	US
1	0.6281966856		Life Long Tragedy		AR9NAVM1187FB51B69	0.3808020888	
2	0.6380733764	-74.00712	Aisha Duo	40.71455	AR9O0LF1187B99D0D1	0.4179673473	US
2	0.8070434799	-74.00712	The Strokes	40.71455	AR9O98A1187FB39621	0.5917447385	US
1	0.6837194679		Organized Konfusion		AR9ODB41187FB459B2	0.412671631	
8	0.4988349753	-96.63166	Bob Wills	31.30757	AR9OLFX1187B9A5762	0.379960767	US
1	0.4895667089		Pete Rock & C.L. Smooth		AR9OMFE1187FB3BB54	0.4143995624	
3	0.5003993097	12.56935	D.A.D.	55.67631	AR9OTFC11C8A415220	0.4332438337	DK
2	0.4604096671		Soilent Green		AR9Q3LP1187FB3D647	0.4423484485	
3	0.5958117468	-155.43414	John Legend [feat. Buju Banton]	19.59009	AR9RTS51187B996CC8	0.3871137654	US
1	0.7235212775		Trentemoller		AR9S8551187FB3EA81	0.5325727089	
3	0.6242003276	-90.19951	Cal Tjader	38.62774	AR9ST641187B99B4DE	0.3690768705	US
1	0.6444786947	-119.27023	Easy Star All-Stars	37.27188	AR9SU0S1187FB53D0F	0.4957293589	US
1	0.5815078546		Cherish The Ladies		AR9SYAF1187FB43BD5	0.3900208255	
2	0.0488529034		Brent Lamb		AR9UPVA1187FB51260	0	
3	0.3847201384		Ivan Parker		AR9UT8H1187B9AF504	0.3110970495	
2	0.6575786212	-0.12714	Caspa	51.50632	AR9VEMN1187FB4D75B	0.4223640076	GB
1	0.4803771527	-93.61566	To My Surprise	41.58979	AR9VI9M1187FB410CC	0.3550220114	US
12	0.6559214176		Phil Collins		AR9W3X91187FB3994C	0.5783016336	
2	0.3389560224		Lara & Reyes		AR9XDAA1187B99768F	0.351561407	
2	0.454043995		Borialis		AR9XEVF1187B99D017	0.4214151025	
2	0.3244222168		The Mystic Moods Orchestra		AR9XPQF1187FB5A693	0.1697970326	
1	0.5849982776		Spectra Soul		AR9XZPA1187B9AC7D4	0.4020441056	
3	0.4500535683		Dobet Gnahoré		AR9YI7H1187B9960E3	0.3953527925	
4	0.4892801786	-75.16237	James Darren	39.95227	AR9YQN31187FB45B34	0.3436053826	US
3	0.6382782113		The Clark Sisters		AR9YS621187FB5AC07	0.4824322425	
8	0.5948326238		Marco Beltrami		AR9YV621187B99373E	0.378649979	
5	0.7497969594		Dinosaur Jr.		AR9YWMS1187FB43A34	0.5515524552	
1	0.3802011926		Dixieland Jug Blowers		ARA03M61187B996945	0.2125310895	
1	0.6228299969		2-4 Grooves feat. Reki D.		ARA0H5U1187FB47949	0.4269442562	
2	0.5236444061	-123.11403	Dub Wiser	49.26044	ARA0JEL1187B998FA3	0.3963577542	CA
7	0.6415251362	-80.01955	John Brown	35.21962	ARA0YAE1187B9B1D16	0.3871819416	US
1	0.543247116		Silent Stream Of Godless Elegy		ARA1EK21187B9A2FB7	0.3623982131	
6	0.8537258567		The Misfits		ARA1UU51187FB5A70B	0.5509910092	
2	0.3884947484	-119.27023	Bukue One	37.27188	ARA26TC1187B9B8505	0.2825551592	US
2	0.4752593323	-84.75627	The Kitchen	49.38426	ARA2CR31187FB36A39	0	CA
2	0.3354521339		The Wilburns		ARA2GMZ1187B98CB13	0	
2	0.5466465035	-81.69074	This Moment	41.50471	ARA2ZTN1187B98E3ED	0.2147346382	US
5	0.4097966206		Barbarito Diez		ARA373P1187B9A74C7	0.2663430816	
2	0.8513514431		Blink-182		ARA3I0J1187FB57869	0.582346374	
2	0.5618215108		Hinge		ARA3O2C1187B989063	0.3497763455	
2	0.685691649		Shelby Lynne		ARA3VJJ1187FB3F5A6	0.5425020961	
1	0.5226793387		Pale Forest		ARA3XRR1187B9984EF	0.3818153368	
2	0.7186723498	-74.00712	Roger Sanchez	40.71455	ARA65601187FB57BD9	0.4516484073	US
2	0.7411952395		Modeselektor		ARA6BH81187B98F3AF	0.3957935459	
1	0.5202676182		Refractory		ARA6H4G1187B99E2F2	0.4412980765	
1	0.5941381544	-92.27449	Dan Hicks	34.74865	ARA6QLT1187FB4CB89	0.3833570505	US
6	0.6495831072	8.4092	Snowgoons	49.01037	ARA7EEC1187FB4C392	0.461345852	DE
1	0.4976553783		Don Campbell		ARA7LD41187FB4DC0C	0.3481646211	
3	0.632367594	-71.56889	GG Allin	44.48721	ARA7WV51187FB532B0	0.3843277163	US
4	0.6567277932		Patsy Cline		ARA7YDA1187B9A5776	0.4685114665	
2	0.618296844	-95.3756	Charlie Haden & Chris Anderson	40.76596	ARA82JG1187FB36131	0.3753748195	US
5	0.5552772243		Eason Chan		ARA8DDQ1187B9AE3A0	0.395217687	
5	0.6117711132	-89.8643	Professor Longhair	30.79062	ARA8O8L1187B9AD61D	0.4020548967	US
3	0.5205998007		Aphasia		ARA8X3M1187B9A13CA	0.3380744862	
3	0.3693730332		Daler Mehndi		ARAA1VM1187B994013	0.350182732	
1	0.6220309719		Bodies In the Gears of the Apparatus		ARAA88L1187B9A29C1	0.4095187284	
1	0.3922159448		Bullethole		ARAALFJ11F4C83DD40	0	
1	0.5656247215	-71.63056	Guaco	10.73445	ARAAP251187B99DDE0	0.3990902393	VE
1	0.5208951482		Larytta		ARABDBR11E2835EADC	0.2815210881	
3	0.5270787639		STEVE CAMP		ARABFU01187FB46712	0.3144281808	
3	0.4754307739		France D' Amour		ARABS971187B9A8509	0.3055792784	
5	0.5056027479		Gorki		ARABTW91187FB3A73B	0.3457179319	
1	0.535712479	-86.77836	Dottie Rambo_ The Whites	36.16778	ARADC5W1187B993322	0.4004504562	US
1	0.5972871783		Crusaders		ARADCSF11F4C8416CD	0.3674969961	
1	0.5580903521		Francisco Céspedes		ARADF5Q1187B98DAE7	0.3498413267	
1	0.5419283597		Timbalada		ARAENPX1187B990DDA	0.3738563445	
6	0.7379725284		Toni Braxton		ARAEX7Y1187FB42D36	0.5559688038	
1	0.566194114		Bellatrax feat. Tina Cousins		ARAEXD61187B9B7543	0.3841127008	
3	0.4787708339		Williamson		ARAFRFP1187FB4230B	0.3278752948	
3	0.5999351719	-87.63241	Ben Sidran	41.88415	ARAG1DX1187B98BB10	0.3567955432	US
1	0.44259318		Pucho & His Latin Soul Brothers		ARAGB2O1187FB3A161	0.253785313	
2	0.3344565122		"Myrick ""Freeze"" Guillory"		ARAGMIV11F4C843F78	0.216828886	
5	0.6781255023	-88.94561	Bill Laswell	38.62666	ARAH4TU1187FB51D28	0.4040397338	US
2	0.0310134989	-122.42005	Mind Furniture	37.77916	ARAHILU122988FD7D1	0	US
6	0.6164368853		Maysa		ARAHQDS1187FB55275	0.4094649092	
2	0.6165944672		Catupecu Machu		ARAI2ZO1187B9A0536	0.4440868121	
3	0.4047560702		Brainchoke		ARAI3SX1187B9A3A9A	0.2640271011	
9	0.5673132241		Seal		ARAIABB1187B9AC6E2	0.5800131829	
4	0.5516825263		Café Quijano		ARAIJG51187B9B97A4	0.3523386679	
1	0.4564680724		Punk'd Royal		ARAILOU1241B9CA8CD	0.365075971	
2	0.5053782031	-89.50409	Jimmy Johnson	39.73926	ARAJ5XN1187B9B578B	0.4036829493	US
5	0.640807102	-73.83168	The Shangri-Las	40.7038	ARAJPHH1187FB5566A	0.4182165182	US
1	0.4490708989		Sal Mineo		ARAJRG51187B9B4BEF	0.2271351078	
1	0.1466013165		Jeff Massanari Trio		ARAJTHO11F50C4B80F	0	
1	0.5141699446	133.39311	The Stems	-24.9162	ARAK3HK1187FB51B38	0.3371993731	AU
3	0.8031054699	-0.12714	George Michael	51.50632	ARAKARO1187B9A1EB6	0.5457307001	GB
2	0.4207172587	-85.97874	Bob Cheevers	35.83073	ARAKX8D1187B98CCE2	0	US
2	0.5472309378	-8.47277	Rubyhorse	51.89834	ARALEAC1187B9902A8	0.3453069081	IE
3	0.6622987097	-74.12374	The Shirelles	40.86034	ARALP6I1187B989E27	0.3791375556	US
1	0.4301603		Christos Kedras		ARALUOY122988FD079	0.1323292855	
6	0.6238237679	-90.44116	Irma Thomas	30.43883	ARALUUG1187FB58696	0.4411063591	US
2	0.4396285774		Fiona Sit		ARAMB6Q1187B99DE68	0.3866381229	
1	0.6223837536		Afrob feat. Sarah		ARAMCAZ1187B9AB6F5	0.3681960281	
6	0.5567508231		Alejandro Lerner		ARAMIDF1187FB3D8D4	0.3615879415	
3	0.8298513165		The Almost		ARAN38V1187FB4C4EE	0.5815058027	
1	0.4866684616		Del Horno		ARANBAI1257509CF4E	0.3393458638	
2	0.5986436959		Wild Horses		ARANDRM1187B98B446	0.3109209626	
3	0.7109014659		Toots & The Maytals		ARANIJI11F4C83EFD2	0.5179902214	
3	0.7272303155		Descendents		ARANOZN1187B9B373E	0.476559379	
1	0.6023595605		My Little Airport		ARAO0RA1187FB587F2	0.4171729322	
1	0.0764473704		Magnatune Compilation		ARAO9JK1187FB3D213	0.2721739967	
2	0.5314156534	-95.99277	Dwight Twilley	36.15398	ARAOADX1187B98AED3	0.3189111842	US
1	0.5326780588		Autonomous Bass Heads		ARAOAHG1241B9C8D9B	0.2310145075	
2	0.7497117075		Johnny Winter		ARAOBIZ1187FB38574	0.4523805039	
1	0.3225526281		Laura Mikkola		ARAOJ681187B9AAB76	0	
1	0.2603975915		Darcelys		ARAOLGH12592CDA7AA	0.2210681053	
1	0.5050743034	-93.286	Percy Mayfield	32.61518	ARAOPEF1187B995099	0.3337233425	US
6	0.7878777701		Randy Travis		ARAPH9U1187B9B34F0	0.543225521	
3	0.5582453093	-97.52033	John Michael Talbot	35.472	ARAPI451187B9B6E6F	0.4394880991	US
2	0.4719290517	-81.54106	Robin Fox	27.9758	ARAPLFD1187B98DABD	0.2905132266	US
1	0.6207095414	-95.84502	Ginny Owens	37.16793	ARAQOK81187B98DD4A	0.4625150665	US
2	0.4242789269		Flávio José		ARAR4YH1187B98BF2A	0.2954709905	
4	0.3781301344		Alfredo Gutiérrez		ARARFT81187FB41EEA	0.2792557599	
1	0.5972208527	-90.33078	Buddy Jewell	35.61301	ARASJQK1187FB5B9D1	0.4116085798	US
1	0.2596329273		Rhian Lois		ARASOUV1241B9C975C	0	
1	0.6338178817	-2.10633	Bizarre Inc	52.8029	ARASSX21187FB528B7	0.3547257553	GB
3	0.4716128102	-90.19951	Felix Slatkin/Concert Arts Symphonic Band	38.62774	ARASWKT1187B9923B7	0.2916990799	US
4	0.8224328294	-0.12714	Whitesnake	51.50632	ARASYMJ1187B9ACAF2	0.5313033186	GB
3	0.5093637265		YZ		ARATH401187B98A7DE	0.2904034914	
2	0.710531388		Dead To Me		ARATR0U1187B9B76D0	0.4337287814	
1	0.6742960861	-95.2943	Smiley	32.34747	ARAU2Q51187FB50D4C	0.4295777058	US
1	0.5366790442		J Bostron & Beretta		ARAUFKZ1242077FBD1	0.3780561252	
2	0.6971131129		ISRAEL & NEW BREED		ARAUQAL1187FB5B374	0.4170331171	
3	0.4845462045		Demonbreed		ARAVEKH1269FCD294D	0	
2	0.5856101413	-82.66947	Don & Juan	40.19033	ARAVPU21187B993957	0.3170367519	US
3	0.5987391192		Chico Hamilton		ARAVS1S1187FB4C519	0.3516757221	
1	0.7504920751	-72.94832	Mac Dre	7.33532	ARAVWPR1187FB4736D	0.5164643298	CO
2	0.4642109833	-92.13055	Casey Bill Weldon	34.7519	ARAWBUP1187B9B93FC	0	US
1	0.5907290973		(hed) p.e.		ARAWNNA1241B9C726F	0.3248808719	
6	0.8655904812		Gorillaz		ARAXU5Z1187B98FECD	0.6458723106	
1	0.1332492115		Kuldeep Paras		ARAXVPF1241B9C9684	0	
1	0.5605786083		Webb Wilder		ARAZ59E1187B98BF6D	0.222794125	
8	0.7802643808		Bob Marley		ARAZCWP129462A97F1	0.570106512	
2	0.515344518		Gerard Lenorman		ARAZF6G1187FB5A0C1	0.3389999792	
2	0.3596777399		Memphis Sheiks		ARAZYBE1187FB38BC1	0	
8	0.803721935	-122.42005	Santana	37.77916	ARB054P1187B9AD32E	0.6277651348	US
6	0.4771800088		Seamus Egan		ARB06Z71187B99049A	0.3279547542	
1	0.5804613496		Lily Holbrook		ARB0OOC1187B98B2C4	0.3921419364	
1	0.4456704215	-74.00712	Grachan Moncur III	40.71455	ARB0T441187FB3B064	0.3293615704	US
5	0.7054917799		Samy Deluxe		ARB0WNP1187B9AC4AB	0.3934571114	
3	0.5966023846		45 Grave		ARB1CNO1187FB4CE93	0.3991862853	
7	0.5514349601		Carl Smith		ARB1KC91187FB38B13	0.3517177511	
1	0.5005069651	-93.2393	Leroy Van Dyke	38.57842	ARB1LM61187FB4DDF4	0.3434131798	US
6	0.7068276713	-87.63241	Terry Callier	41.88415	ARB29H41187B98F0EF	0.4161730646	US
3	0.6186921416	-74.00712	The Sugarhill Gang	40.71455	ARB2M051187FB56FA9	0.4227213701	US
6	0.6548608223	-83.18186	The MC5	42.25147	ARB336A1187B9A4583	0.4514660604	US
3	0.6796169575		Tomorrow		ARB3YS71187FB4E54E	0.3544721911	
5	0.4211327254		DeGarmo & Key		ARB45GQ1187B98D2B4	0.3188342315	
1	0.5947799035		Saafir		ARB4D891187B9954F7	0.3189020779	
4	0.6229404276		Junior Reid		ARB4ROA1187B9ACAEC	0.3709629581	
4	0.6339327258		Dark Fortress		ARB4ZRM1187B993147	0.4165293996	
4	0.6035509518		Carlos Ponce		ARB5S4L1187FB4AD20	0.3036181631	
5	0.6364366724		Finntroll		ARB5TJM1187B9A71FD	0.429097812	
1	0.491963935		Johnny Otis Show		ARB5U6G1187B9A994C	0.3529737708	
1	0.4761287521		Caballo Dorado		ARB6B5K1187FB36017	0.3029429279	
3	0.823548253	7.12123	M83	43.58015	ARB6OGR1187FB4D43D	0.5071155488	FR
5	0.5637486274		George Nooks		ARB78VW1187B98F81C	0.3395324203	
2	0.6793950514		Ashton Shepherd		ARB8H82119B34032E1	0.3909636117	
1	0.7244705001	-83.22295	Steve Harvey	32.67828	ARB8KZ11187B9A21ED	0.3995911141	US
2	0.6065756795		Cirrus		ARB90161187B98CDFE	0.3983941071	
2	0.5791375355	-71.01724	Steve Smith	42.08317	ARB9WJ11187B98BF17	0.4079247008	US
1	0.0482922175		Controlled Dissonance		ARBAGAS11F4C8461F0	0.2689227895	
1	0.5058451787		Sugarman Three		ARBAUDK1187FB3BD7F	0.3481465264	
2	0.900967634	-0.12714	Natasha Bedingfield	51.50632	ARBAW9R1187B98FB6B	0.7696742793	GB
9	0.4268827623		Bill & Gloria Gaither		ARBB58Y1187B9B621B	0.3333034183	
1	0.5887690291		The Fever		ARBBBLV1187FB57B70	0.3394049885	
2	0.4399936928	10.45415	089 Clique feat. Minnesota Snipe & Skinny Cueball	51.16418	ARBBFSA122ECCBD070	0	DE
7	0.8098280918		Busta Rhymes		ARBCUNV1187B98A9FB	0.5396443124	
4	0.7183813424	17.55142	Scar Symmetry	62.19845	ARBD4QW1187FB42153	0.4558259788	SE
3	0.4100820399		The Chico Hamilton Quintet With Fred Katz_ Paul Horn_ John Pisano_ Carson Smith		ARBE5BJ1187B98BCFD	0.2788650405	
1	0.5640295958	-73.94888	Joell Ortiz	40.65507	ARBE9XH1187B9A826F	0.4538149488	US
4	0.7798380918		Tom Petty And The Heartbreakers		ARBEBBY1187B9B43DB	0.5683505032	
9	0.915823253		Madonna		ARBEOHF1187B9B044D	0.6552837984	
1	0.2562411613		Jay Randall		ARBEZ581187B9A4B4B	0	
1	0.6157403531	-115.13997	Brian Eno And David Byrne	36.17191	ARBFCK11187FB4C89B	0.4236089126	US
7	0.623154284	-97.74298	The Fabulous Thunderbirds	30.2676	ARBFDJW1187B9AD27A	0.429353515	US
2	0.7506215982		The Velvet Underground		ARBFQ7L1187B9ACD48	0.4984979727	
3	0.4621406002		Xmilk		ARBGJLS11F4C83D4B9	0.3213837301	
2	0.3861159443		Josh Mullins		ARBGVEC1272BA8350B	0.2704086472	
1	0.7282097071		Savage Garden		ARBGWMW1187B9AEA3E	0.5380702951	
2	0.0189175672	-122.42005	Steel Rain	37.77916	ARBGXIG122988F409D	0	US
3	0.4300249868		Sir Neville Marriner		ARBH0MS1187FB36311	0.3530340558	
2	0.6989699253		Jonny Lang		ARBHBE91187B9A1F58	0.4867830249	
4	0.4374635859		The Steeles		ARBHPBX1187FB47102	0.3467810419	
1	0.4445467937		Josie		ARBINER1187B994686	0.1630814264	
1	0.4950782137		Tony Danza Tap Dance Extravaganza_ The		ARBIPSC1187FB522FE	0.3980361069	
3	0.3377360717		The Dee Jays		ARBIXZL12086C11573	0.1970891013	
4	0.4589544163	-75.16237	Kitty Kallen	39.95227	ARBJC9U1187B9A70AC	0.322125889	US
2	0.0260887368		Dave Rave_ Mark McCarron		ARBJFXO122C8677DF0	0	
4	0.547325147	-74.00712	Jay & The Americans	40.71455	ARBJI5N1187FB400D0	0.3597093633	US
4	0.7111657866		Soda Stereo		ARBJSO81187B9BA09B	0.4668269925	
4	0.4014795928		Claw Hammer		ARBKEA91187B98CE1F	0.2687447551	
6	0.3369704275		Dakis		ARBKMHZ11F4C843491	0	
1	0.4546681905	-85.01235	Howard Armstrong	35.4948	ARBKUS51187B98A3AC	0	US
1	0.5271851583	-77.27348	Judy Mowatt	18.11526	ARBLIP81187B98BE0C	0.3400800143	JM
4	0.6904475498		Natalie Cole		ARBM4TC1187FB5CE98	0.5077816674	
5	0.6795192078	-118.24532	James Horner	34.05349	ARBM57Q1187B9AF97C	0.4918287044	US
5	0.3534295502		Hushabye Baby		ARBMHBC11F4C8403A2	0.3655140033	
6	0.9089842956	-66.42889	Daddy Yankee / Bounty Killer	18.22328	ARBNXYA1187FB51C50	0.5625066723	PR
1	0.0921250734		Cool Connection		ARBNYIE12802FDE477	0	
5	0.7630105134	-122.62569	MxPx	47.565	ARBOG0H1187B99F775	0.5376756281	US
1	0.3939474131		Rudolph Valentino		ARBON001187B99BAD8	0.2827750634	
1	0.4377463771		The Skabs		ARBPRDX1187B9B1CA3	0.2796640025	
4	0.5463611731		Oak Ridge Boys		ARBPRTL11F4C83CB05	0.4028357866	
1	0.3454136997		Jude Taylor & His Burning Flames		ARBPXW61187B99D5D9	0.2337804658	
6	0.5207264879		Vivian		ARBQ5TQ1187B992B8A	0.3592602641	
1	0.3034951728		Clarence Profit		ARBQ69D1187FB4D62D	0.3026790471	
1	0.5419751082		Carl Cox Vs Yousef		ARBQBZV1187B99D29E	0.3841842585	
5	0.7323938631	-97.49553	Kris Kristofferson	25.89958	ARBQPXY1187B98D67B	0.4962243486	US
1	0.4766571907	-73.94888	The Flesh	40.65507	ARBR7II1187B9B821E	0.3601680913	US
2	0.8426730511		T.I.		ARBS1OC1187FB44CAF	0.8728389206	
4	0.2860405995		Antonio Koudele		ARBSAVH1241B9CA637	0	
1	0.4869744771		Lincoln Center Jazz Orchestra		ARBTD2Y1187B9B3EA5	0.3098131441	
1	0.6327842445		The Last		ARBTNN91187B9ADD5D	0.3200591128	
3	0.5756865011	-93.58068	"Clarence ""Gatemouth"" Brown"	30.19145	ARBU6D71187B9B5319	0.382976458	US
5	0.6231304369	-96.78176	Bobby Vee	46.87591	ARBUHDB1187FB3E72C	0.3952476232	US
4	0.6162638817	-122.42005	Messy Marv featuring Clover Geez	37.77916	ARBUOMY1187B99F2EB	0.4522299396	US
4	0.8345640983		Oasis		ARBUOOR1187B997391	0.5533936631	
1	0.5141116915	-75.16237	Len Barry	39.95227	ARBV2AK1187FB5BA33	0.3462021601	US
4	0.4131658615		Esa Pakarinen		ARBV8MP1187B9B60B1	0.32288249	
1	0.6761195512		Eyehategod		ARBVHDI1187FB436DF	0.3903617874	
1	0.4317508852		Fajardo		ARBVUUG11F50C48750	0.3337935308	
3	0.4675699664	-122.42005	The Weegs	37.77916	ARBWFER11C8A42BA94	0	US
3	0.5759866005		Zebra		ARBX0VO1187B98A412	0.4063675929	
5	0.4895375025		Bill Douglas		ARBXBQR1187FB56FA5	0.3433898146	
2	0.8971780385		Avril - Remix By Ana Rago		ARBXIDR1187B9AB77E	0.4382344139	
2	0.374938856		Ismael Dueñas		ARBXODO1241B9C6C6F	0	
3	0.5565310863		Gene Simmons		ARBXVFV1187B99AA63	0.3701384143	
7	0.3634755347		Naseebo Lal		ARBY23A1187B9A82E4	0	
2	0.4260909503		Faking David		ARBYBBY11F4C8458A8	0.2162778529	
3	0.6883324838	-97.74298	Sam Baker	30.2676	ARBYFR71187B99A2A4	0.3415129691	US
5	0.5559850527	-71.08868	Bob Margolin	42.31256	ARBZAIL1187FB5B1C8	0.326848818	US
4	0.6580165919		Aaron Watson		ARBZHTB1187FB3A725	0.4724954767	
4	0.6411728176	4.34968	Toots Thielemans	50.84838	ARC0MTS1187FB44C21	0.4367690697	BE
1	0.5632364313		Nick Colionne		ARC0NOU1187B9AA91D	0.4454381034	
1	0.5724311391	-98.32023	Hurricane	38.49809	ARC15471187FB4640C	0.3460582199	US
2	0.58329863	-74.00712	Amil	40.71455	ARC18161187FB4CF4B	0.3545743705	US
6	0.558481253		Laurie Berkner		ARC1CJB1187B99FCA4	0.3763259602	
1	0.6044549462		El Poder del Norte		ARC1E3F1187B9B9902	0.4187747266	
1	0.4630872537		Bandido		ARC25S11187B993923	0.3278589247	
4	0.4769689705		Greater Vision		ARC28SN1187B989049	0.3582852522	
2	0.5462530729	-74.00712	Pete Miser	40.71455	ARC2BFH1187B98F3C8	0.1682020629	US
2	0.5656047525		Clay Crosse		ARC2HVM1187B98CE05	0.4140112946	
2	0.4006745049		Major Lazer		ARC39PE1187B9B2C01	0.2364338047	
2	0.6990357551	133.39311	Angels	-24.9162	ARC3EZO1187B9B9314	0.4354638174	AU
1	0.4453813464	-75.55084	Hawkshaw Hawkins	39.74023	ARC3JTL1187FB4A1CE	0.309691009	US
2	0.4152809004		Non Stop DJs		ARC3WPR1187B9A183E	0.2842609427	
1	0.5667233827		Lil' Romeo		ARC41BF1187B98ECBB	0.3375939105	
4	0.5451592956		Wayne Watson		ARC43071187B990240	0.3515558612	
2	0.6361091709		RyanDan		ARC4HSQ1187FB55940	0.3715736245	
4	0.3949625001	1.71819	Klimperei	46.71067	ARC4O5Z1187B9AE91F	0.3100873262	FR
2	0.6197471467		Enter the Haggis		ARC5Q0L1187B98D463	0.4073868296	
3	0.6068853113		Tania Maria		ARC6J781187B98F02B	0.3975943241	
4	0.6322428511	-74.00712	Hem	40.71455	ARC6UC81187B989062	0.4534357912	US
2	0.7136862496		Free		ARC70XM1187FB4D5B0	0.4686045806	
2	0.6578262935	-84.39111	Becoming The Archetype	33.74831	ARC7C241187B990F7F	0.4461705432	US
2	0.7114972404		Julie Roberts		ARC87OG1187B99F540	0.421595992	
8	0.8320117706		Jack Johnson		ARC8CQZ1187B98DECA	0.694128503	
1	0.499680423		Marc Dorsey		ARC8S7S1187B98D50B	0.3234622867	
2	0.5962759937	-87.90684	Speech	43.04181	ARC95UW1187B9B9A62	0.3419599966	US
1	0.4884280432		John Travolta / Christopher Walken		ARCACMY11C8A42C870	0.3094975467	
1	0.4027211642		Erik Tronic		ARCBDKH11F4C8477E9	0.2395597097	
2	0.5520210622	-87.63241	Major Lance	41.88415	ARCBYJW1187FB51FD8	0.3639301879	US
1	0.0248081581		Nick Conolly		ARCBZHP11F4C83D8B2	0	
2	0.4397163552		Sabda Brahma		ARCCBWR122BCFCBB85	0.2689597717	
